"Step","race_SAC_dino_transformer - return_train","race_SAC_dino_transformer - return_train__MIN","race_SAC_dino_transformer - return_train__MAX","race_SAC_dino_bigger - return_train","race_SAC_dino_bigger - return_train__MIN","race_SAC_dino_bigger - return_train__MAX","race_SAC_dino - return_train","race_SAC_dino - return_train__MIN","race_SAC_dino - return_train__MAX","SAC_power_source_impoola_color - return_train","SAC_power_source_impoola_color - return_train__MIN","SAC_power_source_impoola_color - return_train__MAX","race_SAC - return_train","race_SAC - return_train__MIN","race_SAC - return_train__MAX"
"142","1.3299990892","1.3299990892","1.3299990892","1.5151492357","1.5151492357","1.5151492357","0.1700000316","0.1700000316","0.1700000316","3.649998188","3.649998188","3.649998188","12.3699979782","12.3699979782","12.3699979782"
"143","1.3299990892","1.3299990892","1.3299990892","1.8499985933","1.8499985933","1.8499985933","0.1700000316","0.1700000316","0.1700000316","2.2399992943","2.2399992943","2.2399992943","12.3400020599","12.3400020599","12.3400020599"
"144","1.3299990892","1.3299990892","1.3299990892","","","","0.2000000328","0.2000000328","0.2000000328","4.8399991989","4.8399991989","4.8399991989","","",""
"145","0.6999998689","0.6999998689","0.6999998689","1.8499988317","1.8499988317","1.8499988317","0.2000000328","0.2000000328","0.2000000328","3.7799975872","3.7799975872","3.7799975872","14.7100028992","14.7100028992","14.7100028992"
"146","0.6999998689","0.6999998689","0.6999998689","1.8499990702","1.8499990702","1.8499990702","0","0","0","2.4999980927","2.4999980927","2.4999980927","13.7100028992","13.7100028992","13.7100028992"
"147","0.3699999154","0.3699999154","0.3699999154","","","","0","0","0","2.1499984264","2.1499984264","2.1499984264","","",""
"148","0.3699999154","0.3699999154","0.3699999154","1.8799990416","1.8799990416","1.8799990416","0","0","0","1.6799991131","1.6799991131","1.6799991131","13.6999979019","13.6999979019","13.6999979019"
"149","1.5199990273","1.5199990273","1.5199990273","1.8597489595","1.8597489595","1.8597489595","0","0","0","5.1399989128","5.1399989128","5.1399989128","14.220000267","14.220000267","14.220000267"
"150","1.5199990273","1.5199990273","1.5199990273","1.6099988222","1.6099988222","1.6099988222","0.2100000232","0.2100000232","0.2100000232","2.0199987888","2.0199987888","2.0199987888","13.0200004578","13.0200004578","13.0200004578"
"151","1.5199990273","1.5199990273","1.5199990273","","","","0","0","0","1.7099990845","1.7099990845","1.7099990845","","",""
"152","0.6399998665","0.6399998665","0.6399998665","1.7882488966","1.7882488966","1.7882488966","0","0","0","4.6199989319","4.6199989319","4.6199989319","12.9299936295","12.9299936295","12.9299936295"
"153","0.6399998665","0.6399998665","0.6399998665","1.8402988911","1.8402988911","1.8402988911","0.0799999908","0.0799999908","0.0799999908","2.4199984074","2.4199984074","2.4199984074","12.3599977493","12.3599977493","12.3599977493"
"154","1.6199989319","1.6199989319","1.6199989319","1.8599988222","1.8599988222","1.8599988222","0.0799999908","0.0799999908","0.0799999908","1.849998951","1.849998951","1.849998951","13.5700025558","13.5700025558","13.5700025558"
"155","1.6199989319","1.6199989319","1.6199989319","","","","0","0","0","2.0599994659","2.0599994659","2.0599994659","","",""
"156","1.6199989319","1.6199989319","1.6199989319","1.794798851","1.794798851","1.794798851","0","0","0","2.0799984932","2.0799984932","2.0799984932","14.9200019836","14.9200019836","14.9200019836"
"157","1.6199989319","1.6199989319","1.6199989319","1.7799988985","1.7799988985","1.7799988985","0","0","0","2.1299986839","2.1299986839","2.1299986839","12.6900033951","12.6900033951","12.6900033951"
"158","1.8599984646","1.8599984646","1.8599984646","1.5962992907","1.5962992907","1.5962992907","0","0","0","2.0499989986","2.0499989986","2.0499989986","12.4700012207","12.4700012207","12.4700012207"
"159","1.8599984646","1.8599984646","1.8599984646","1.5599993467","1.5599993467","1.5599993467","0","0","0","2.4099981785","2.4099981785","2.4099981785","14.510008812","14.510008812","14.510008812"
"160","1.6099988222","1.6099988222","1.6099988222","2.1417486668","2.1417486668","2.1417486668","0","0","0","3.6699979305","3.6699979305","3.6699979305","14.0799999237","14.0799999237","14.0799999237"
"161","1.6099988222","1.6099988222","1.6099988222","","","","0.0099999988","0.0099999988","0.0099999988","6.4100060463","6.4100060463","6.4100060463","","",""
"162","1.6099988222","1.6099988222","1.6099988222","2.0638484955","2.0638484955","2.0638484955","0.0099999988","0.0099999988","0.0099999988","4.3099975586","4.3099975586","4.3099975586","12.4799976349","12.4799976349","12.4799976349"
"163","1.7799987793","1.7799987793","1.7799987793","1.8399987221","1.8399987221","1.8399987221","0.3499999344","0.3499999344","0.3499999344","1.9599989653","1.9599989653","1.9599989653","12.3499975204","12.3499975204","12.3499975204"
"164","1.7799987793","1.7799987793","1.7799987793","1.7781989574","1.7781989574","1.7781989574","0.3499999344","0.3499999344","0.3499999344","7.4200062752","7.4200062752","7.4200062752","14.8200063705","14.8200063705","14.8200063705"
"165","1.7099989653","1.7099989653","1.7099989653","","","","0","0","0","2.1299991608","2.1299991608","2.1299991608","","",""
"166","1.7099989653","1.7099989653","1.7099989653","1.7199990749","1.7199990749","1.7199990749","0","0","0","1.6499991417","1.6499991417","1.6499991417","12.3699960709","12.3699960709","12.3699960709"
"167","1.7099989653","1.7099989653","1.7099989653","2.028948307","2.028948307","2.028948307","0","0","0","2.2099988461","2.2099988461","2.2099988461","12.5000009537","12.5000009537","12.5000009537"
"168","1.9699990749","1.9699990749","1.9699990749","","","","0","0","0","4.6399989128","4.6399989128","4.6399989128","","",""
"169","1.9699990749","1.9699990749","1.9699990749","1.8989992142","1.8989992142","1.8989992142","0.0099999988","0.0099999988","0.0099999988","2.4599988461","2.4599988461","2.4599988461","12.3599977493","12.3599977493","12.3599977493"
"170","1.7199990749","1.7199990749","1.7199990749","1.8899992704","1.8899992704","1.8899992704","0.0099999988","0.0099999988","0.0099999988","2.1699986458","2.1699986458","2.1699986458","12.6699972153","12.6699972153","12.6699972153"
"171","1.7199990749","1.7199990749","1.7199990749","2.1905984879","2.1905984879","2.1905984879","0.230000034","0.230000034","0.230000034","13.7900075912","13.7900075912","13.7900075912","31.0400047302","31.0400047302","31.0400047302"
"172","1.7199990749","1.7199990749","1.7199990749","2.2499980927","2.2499980927","2.2499980927","0.230000034","0.230000034","0.230000034","2.3899989128","2.3899989128","2.3899989128","12.4899997711","12.4899997711","12.4899997711"
"173","1.7899987698","1.7899987698","1.7899987698","2.2499980927","2.2499980927","2.2499980927","0.230000034","0.230000034","0.230000034","2.0899984837","2.0899984837","2.0899984837","12.3500032425","12.3500032425","12.3500032425"
"174","1.7899987698","1.7899987698","1.7899987698","2.0830488205","2.0830488205","2.0830488205","1.3999993801","1.3999993801","1.3999993801","1.8599988222","1.8599988222","1.8599988222","12.3499975204","12.3499975204","12.3499975204"
"175","1.7899987698","1.7899987698","1.7899987698","2.0399987698","2.0399987698","2.0399987698","1.3999993801","1.3999993801","1.3999993801","3.6699979305","3.6699979305","3.6699979305","12.439997673","12.439997673","12.439997673"
"176","1.7899987698","1.7899987698","1.7899987698","","","","0.0199999977","0.0199999977","0.0199999977","1.8099991083","1.8099991083","1.8099991083","","",""
"177","2.2399981022","2.2399981022","2.2399981022","2.2699987888","2.2699987888","2.2699987888","0.0199999977","0.0199999977","0.0199999977","3.3299975395","3.3299975395","3.3299975395","12.6299991608","12.6299991608","12.6299991608"
"178","2.2399981022","2.2399981022","2.2399981022","","","","0.1399999857","0.1399999857","0.1399999857","4.8300004005","4.8300004005","4.8300004005","","",""
"179","2.2399981022","2.2399981022","2.2399981022","","","","0.1399999857","0.1399999857","0.1399999857","2.4399986267","2.4399986267","2.4399986267","","",""
"180","1.5299988985","1.5299988985","1.5299988985","","","","0","0","0","2.2699985504","2.2699985504","2.2699985504","","",""
"181","1.5299988985","1.5299988985","1.5299988985","","","","0","0","0","2.1899986267","2.1899986267","2.1899986267","","",""
"182","1.7099989653","1.7099989653","1.7099989653","2.185999155","2.185999155","2.185999155","0.4499998391","0.4499998391","0.4499998391","4.1699986458","4.1699986458","4.1699986458","12.340004921","12.340004921","12.340004921"
"183","1.7099989653","1.7099989653","1.7099989653","","","","0.4499998391","0.4499998391","0.4499998391","1.9899984598","1.9899984598","1.9899984598","","",""
"184","1.8799990416","1.8799990416","1.8799990416","2.1599993706","2.1599993706","2.1599993706","0.4499998391","0.4499998391","0.4499998391","1.8599988222","1.8599988222","1.8599988222","12.3500003815","12.3500003815","12.3500003815"
"185","1.8799990416","1.8799990416","1.8799990416","2.356648922","2.356648922","2.356648922","0.5199998617","0.5199998617","0.5199998617","4.7099986076","4.7099986076","4.7099986076","15.9200019836","15.9200019836","15.9200019836"
"186","1.8799990416","1.8799990416","1.8799990416","","","","0.5199998617","0.5199998617","0.5199998617","2.1799983978","2.1799983978","2.1799983978","","",""
"187","1.9599989653","1.9599989653","1.9599989653","2.1762490273","2.1762490273","2.1762490273","0.5199998617","0.5199998617","0.5199998617","2.2399983406","2.2399983406","2.2399983406","13.6199960709","13.6199960709","13.6199960709"
"188","1.9599989653","1.9599989653","1.9599989653","","","","0.5799998641","0.5799998641","0.5799998641","2.109998703","2.109998703","2.109998703","","",""
"189","2.2799987793","2.2799987793","2.2799987793","1.8172489405","1.8172489405","1.8172489405","0.5799998641","0.5799998641","0.5799998641","7.1000037193","7.1000037193","7.1000037193","12.4299983978","12.4299983978","12.4299983978"
"190","2.2799987793","2.2799987793","2.2799987793","","","","0","0","0","2.4999980927","2.4999980927","2.4999980927","","",""
"191","1.8499985933","1.8499985933","1.8499985933","","","","0","0","0","1.9099992514","1.9099992514","1.9099992514","","",""
"192","1.8499985933","1.8499985933","1.8499985933","2.145898819","2.145898819","2.145898819","0.1099999994","0.1099999994","0.1099999994","5.0499982834","5.0499982834","5.0499982834","12.6899967194","12.6899967194","12.6899967194"
"193","1.8599988222","1.8599988222","1.8599988222","2.1899988651","2.1899988651","2.1899988651","0.1099999994","0.1099999994","0.1099999994","4.4899988174","4.4899988174","4.4899988174","13.0399971008","13.0399971008","13.0399971008"
"194","1.8599988222","1.8599988222","1.8599988222","1.682549119","1.682549119","1.682549119","0.7999995947","0.7999995947","0.7999995947","6.7900047302","6.7900047302","6.7900047302","12.3399991989","12.3399991989","12.3399991989"
"195","1.8599988222","1.8599988222","1.8599988222","1.6799991131","1.6799991131","1.6799991131","0.7999995947","0.7999995947","0.7999995947","2.1599991322","2.1599991322","2.1599991322","12.970000267","12.970000267","12.970000267"
"196","1.7999991179","1.7999991179","1.7999991179","1.7124490738","1.7124490738","1.7124490738","0","0","0","2.2699985504","2.2699985504","2.2699985504","12.7900037766","12.7900037766","12.7900037766"
"197","1.7999991179","1.7999991179","1.7999991179","1.7899991274","1.7899991274","1.7899991274","0","0","0","2.1899988651","2.1899988651","2.1899988651","12.720000267","12.720000267","12.720000267"
"198","1.6899987459","1.6899987459","1.6899987459","","","","0","0","0","2.1599993706","2.1599993706","2.1599993706","","",""
"199","1.6899987459","1.6899987459","1.6899987459","","","","0","0","0","2.1499984264","2.1499984264","2.1499984264","","",""
"200","2.0399987698","2.0399987698","2.0399987698","","","","0","0","0","2.3299982548","2.3299982548","2.3299982548","","",""
"201","2.0399987698","2.0399987698","2.0399987698","2.570748806","2.570748806","2.570748806","0","0","0","7.3200025558","7.3200025558","7.3200025558","14.9899950027","14.9899950027","14.9899950027"
"202","2.0799984932","2.0799984932","2.0799984932","1.699999094","1.699999094","1.699999094","0","0","0","4.0799980164","4.0799980164","4.0799980164","16.7600040436","16.7600040436","16.7600040436"
"203","2.0799984932","2.0799984932","2.0799984932","","","","0.849999547","0.849999547","0.849999547","12.6400289536","12.6400289536","12.6400289536","","",""
"204","2.0799984932","2.0799984932","2.0799984932","","","","0.849999547","0.849999547","0.849999547","12.4100084305","12.4100084305","12.4100084305","","",""
"205","2.0899984837","2.0899984837","2.0899984837","","","","0.849999547","0.849999547","0.849999547","2.7499985695","2.7499985695","2.7499985695","","",""
"206","2.0899984837","2.0899984837","2.0899984837","","","","0.849999547","0.849999547","0.849999547","2.0299990177","2.0299990177","2.0299990177","","",""
"207","1.7799988985","1.7799988985","1.7799988985","","","","0.9599993825","0.9599993825","0.9599993825","6.7500085831","6.7500085831","6.7500085831","","",""
"208","1.7799988985","1.7799988985","1.7799988985","","","","0.9599993825","0.9599993825","0.9599993825","6.7500085831","6.7500085831","6.7500085831","","",""
"209","1.9999988079","1.9999988079","1.9999988079","2.0024492741","2.0024492741","2.0024492741","0.4499998391","0.4499998391","0.4499998391","3.8999974728","3.8999974728","3.8999974728","10.220000267","10.220000267","10.220000267"
"210","1.9999988079","1.9999988079","1.9999988079","","","","0.4499998391","0.4499998391","0.4499998391","3.8999974728","3.8999974728","3.8999974728","","",""
"211","2.1599993706","2.1599993706","2.1599993706","2.2405490875","2.2405490875","2.2405490875","0.4499998391","0.4499998391","0.4499998391","12.540060997","12.540060997","12.540060997","15.8999986649","15.8999986649","15.8999986649"
"212","2.1599993706","2.1599993706","2.1599993706","","","","1.4099991322","1.4099991322","1.4099991322","2.2099988461","2.2099988461","2.2099988461","","",""
"213","2.2399983406","2.2399983406","2.2399983406","1.9860491753","1.9860491753","1.9860491753","1.4099991322","1.4099991322","1.4099991322","12.7100162506","12.7100162506","12.7100162506","15.0200023651","15.0200023651","15.0200023651"
"214","2.2399983406","2.2399983406","2.2399983406","","","","0.0099999988","0.0099999988","0.0099999988","12.5400400162","12.5400400162","12.5400400162","","",""
"215","2.2999989986","2.2999989986","2.2999989986","","","","0.0099999988","0.0099999988","0.0099999988","4.3399977684","4.3399977684","4.3399977684","","",""
"216","2.2999989986","2.2999989986","2.2999989986","","","","0.0099999988","0.0099999988","0.0099999988","1.8599988222","1.8599988222","1.8599988222","","",""
"217","2.399998188","2.399998188","2.399998188","","","","0.5699997544","0.5699997544","0.5699997544","2.1899986267","2.1899986267","2.1899986267","","",""
"218","2.399998188","2.399998188","2.399998188","","","","0.2999999523","0.2999999523","0.2999999523","1.9599989653","1.9599989653","1.9599989653","","",""
"219","1.7999991179","1.7999991179","1.7999991179","","","","0.2999999523","0.2999999523","0.2999999523","13.6799974442","13.6799974442","13.6799974442","","",""
"220","1.7999991179","1.7999991179","1.7999991179","","","","0","0","0","14.0500135422","14.0500135422","14.0500135422","19.4700031281","19.4700031281","19.4700031281"
"221","1.7999991179","1.7999991179","1.7999991179","2.2327988148","2.2327988148","2.2327988148","0","0","0","2.5399985313","2.5399985313","2.5399985313","16.5500049591","16.5500049591","16.5500049591"
"222","1.7999991179","1.7999991179","1.7999991179","2.359998703","2.359998703","2.359998703","0","0","0","13.5600118637","13.5600118637","13.5600118637","20.799993515","20.799993515","20.799993515"
"223","6.5100026131","6.5100026131","6.5100026131","2.1545987129","2.1545987129","2.1545987129","0.2100000232","0.2100000232","0.2100000232","12.8300027847","12.8300027847","12.8300027847","20.4699993134","20.4699993134","20.4699993134"
"224","6.5100026131","6.5100026131","6.5100026131","1.8399987221","1.8399987221","1.8399987221","0.2100000232","0.2100000232","0.2100000232","8.6000080109","8.6000080109","8.6000080109","20.4699993134","20.4699993134","20.4699993134"
"225","6.5100026131","6.5100026131","6.5100026131","1.8679488897","1.8679488897","1.8679488897","0","0","0","12.4600048065","12.4600048065","12.4600048065","18.4100170135","18.4100170135","18.4100170135"
"226","6.5100026131","6.5100026131","6.5100026131","1.9699990749","1.9699990749","1.9699990749","0.0599999987","0.0599999987","0.0599999987","2.0899987221","2.0899987221","2.0899987221","16.6800079346","16.6800079346","16.6800079346"
"227","6.5100026131","6.5100026131","6.5100026131","1.9699990749","1.9699990749","1.9699990749","0.0599999987","0.0599999987","0.0599999987","2.4499988556","2.4499988556","2.4499988556","16.870010376","16.870010376","16.870010376"
"228","6.5100026131","6.5100026131","6.5100026131","","","","0.0599999987","0.0599999987","0.0599999987","2.2399992943","2.2399992943","2.2399992943","","",""
"229","6.5100026131","6.5100026131","6.5100026131","2.1599991322","2.1599991322","2.1599991322","0.3799999356","0.3799999356","0.3799999356","2.3699986935","2.3699986935","2.3699986935","16.3000030518","16.3000030518","16.3000030518"
"230","6.5100026131","6.5100026131","6.5100026131","5.0219502449","5.0219502449","5.0219502449","0.3799999356","0.3799999356","0.3799999356","4.4899978638","4.4899978638","4.4899978638","15.6400098801","15.6400098801","15.6400098801"
"231","12.4300203323","12.4300203323","12.4300203323","6.9700007439","6.9700007439","6.9700007439","0.1699999869","0.1699999869","0.1699999869","2.4599988461","2.4599988461","2.4599988461","18.9200172424","18.9200172424","18.9200172424"
"232","12.4300203323","12.4300203323","12.4300203323","","","","0","0","0","2.4599988461","2.4599988461","2.4599988461","","",""
